probability	fixed_query	eng_words	generated_translit
14	gledbel ultra lift 24k gold	daeng gi meo ri	даенг ги мео ри
12	The Skin House Wrinkle Collagen Cream	daeng gi meo ri	даенг ги мео ри
12	The Skin House Wrinkle Collagen Cream	naris cosmetics	нарис cосметиcс
12	The Skin House Wrinkle Collagen Cream	mijin cosmetics	мийин cосметиcс
12	The Skin House Wrinkle Collagen Cream	the face shop	те фаcе шоп
19	Vitamin source	cj lion	cж лион
19	Vitamin source	cj lion	cй лион
55	с жиром норки	it s skin	ит с скин
55	с жиром норки	it’s skin	ит’с скин
43	Антивозрастная пудра	dr.jart+	др джарт
30	[eyenlip] черный Улитка все в один крем 100 мл	daeng gi meo ri	даенг ги мео ри
30	[eyenlip] черный Улитка все в один крем 100 мл	3w clinic	3в клиник
50	Крема для рук	flor de man	флор де ман
48	ночная маска	royal skin	роял скин
67	30 лет	let me skin	лет м скин
67	30 лет	let me skin	лет ме скин
67	30 лет	let me	лет ме
48	Без сульфатов	baviphat	бейвифат
48	Без сульфатов	tov camellia	тов cамеллиа
43	Гель для очищения	cell burner	селл бернер
48	Мужской дезодорант	kose (japan)	коз джейпан
15	MIJIN CARE coenzyme q10 essence mask	village 11 factory	виллаге 11 фаcтори
21	aztec secret	cj lion	cж лион
21	aztec secret	cj lion	cй лион
21	aztec secret	cellnco	cеллнcо
43	ночная маска для лица	la miso	ла мисо
43	ночная маска для лица	la miso	ля мисо
43	ночная маска для лица	de man	де маан
16	cosrx heimish all clean balm	3w clinic	3в cлиниc
40	berrisom сс-крем с экстрактом фрукта	it s	ит с
39	3w clinic пенка для умывания	de man	де мауни
15	Bb finish	it s	ит с
40	антивозрастной крем для лица с женщин	tov camellia	тов кеймеллиа
40	антивозрастной крем для лица с женщин	it s	ит с
18	secret key rose	cj lion	cж лион
18	secret key rose	cj lion	cй лион
18	secret key rose	village 11 factory	виллаге 11 фаcтори
10	tightening toner	meo ri	ме ри
10	tightening toner	it s	ит эс
10	tightening toner	it s	ит с
20	8107	skin79	скин79
38	сыворотка elizavecca	soroci	сороcи
38	сыворотка elizavecca	soroci	сороки
48	Крем для груди	flor de	флор ди
33	туалетная вода HERA SWEETY	lion kodomo	лен кодомо
33	туалетная вода HERA SWEETY	daeng gi meo ri	даенг джи мео ри
13	mizon apple smoothie peeling gel	daeng gi meo ri	даенг ги мео ри
47	Для шеи и декольте	daeng gi meo ri	даенг джи мео ри
33	Гидрогелевый подтягивающий патч	cj lion	сиджей лайон
33	Гидрогелевый подтягивающий патч	kose (japan)	коз джейпан
33	Гидрогелевый подтягивающий патч	village 11 factory	виллаге 11 фаcтори
47	сыворотка для ресниц	royal skin	ройал скин
12	Saem harakeke	it s	ит с
55	Очищающий стие	the orchid	те орчид
0	Ottite	naris	нейрис
0	Ottite	naris	нарис
0	Ottite	wish	виш
22	Ночная маска Mizon Snail Wrinkle Care Sleeping P	kumano cosmetics	кумано cосметиcс
53	С шеньшенью	en scene	эн скене
41	набор омолаживающих средств	tov camellia	тов cамеллиа
39	маска плёнка от чёрных точек	the skin house	те скин хоусе
60	Крем для тела	redtera	редтера
12	beauty snail	meo ri	ме ри
12	beauty snail	it s	ит эс
12	beauty snail	it s	ит с
34	поиск secret key	the orchid skin	зе орчид скин
39	Средства для мытья посуды	ramosu	рамосу
12	holika metal	meo ri	ме ри
12	holika metal	it s	ит эс
12	holika metal	it s	ит с
20	6946	skin79	скин79
14	Secret Key MAYU Healing Shampoo	the face shop	те фаcе шоп
10	106	village 11 factory	виллаге 11 фаcтори
10	106	village 11 factory	вилладж 11 фактори
12	Treatment essense missha	it s skin	ит с скин
12	Treatment essense missha	it s skin	ит эс скин
12	Treatment essense missha	let me skin	лет м скин
35	крем для лица увлажнение питание разглаживание морщин	daeng gi meo ri	даенг ги мео ри
35	крем для лица увлажнение питание разглаживание морщин	daeng gi meo ri	даенг джи мео ри
40	Catrice консилер	kose	косе
40	Catrice консилер	banila co	банила cо
48	Масло для кутикулы	la miso	ля мисо
18	Ana bha	it s	ит с
36	патчи для глаз etude house	village 11 factory	вилладж 11 фактори
27	3 step	3w clinic	3в клиник
27	3 step	3w clinic	3в cлиниc
47	маска тканевая лотос	let me skin	лет м скин
40	трехфазная сыворотка из трюфелей	the history of	те хистори оф
42	средство для снятия макияжа	secret skin	секрет скин
39	секретный пористый бальзам lioele	the orchid skin	зе орчид скин
22	yves rocher	cj lion	cж лион
22	yves rocher	cj lion	cй лион
21	Galactomyces	cellnco	cеллнcо
21	Galactomyces	ciracle	cираcле
13	Hollis Hollis gudetama	it s skin	ит с скин
13	Hollis Hollis gudetama	gi meo ri	ги мео ри
18	10473	skin79	скин79
43	Активатор для ногтей	the history of whoo	те хистори оф вхо
43	Активатор для ногтей	the orchid	те орчид
23	[WELCOS CONFUME] Argan Лечение волос Mist - 200 мл	kumano cosmetics	кумано cосметиcс
23	[WELCOS CONFUME] Argan Лечение волос Mist - 200 мл	mijin cosmetics	мийин cосметиcс
13	TEA TREE DEEP POWER Ringer mask pack	the face shop	те фаcе шоп
60	пленка вулкан	pelican	пеликан
17	Антивозрастная сыворотка FarmStay Collagen & Hyaluronic Acid All-in-One Ampoule [арт	white cospharm	вхите cосфарм
17	Антивозрастная сыворотка FarmStay Collagen & Hyaluronic Acid All-in-One Ampoule [арт	naris cosmetics	нарис cосметиcс
48	Смытие макияжа	me skin	ми скин
48	Смытие макияжа	me skin	ме скин
48	Смытие макияжа	de man	де маан
48	Смытие макияжа	milatte	милатте
48	Смытие макияжа	the skin	те скин
40	Маска с 24 каратным золотом	it s	ит с
44	кондиционер для белья	cell burner	cелл бурнер
50	Тинт clio	cj lion	cж лион
50	Тинт clio	cj lion	cй лион
16	TONY MOLY BANANA	it s skin	ит с скин
16	TONY MOLY BANANA	gi meo ri	ги мео ри
16	TONY MOLY BANANA	it’s skin	ит’с скин
48	запасной блок кушон	kose (japan)	косе йапан
53	арт 6072]	dr.jart+	др йарт
46	Пункт выдачи	nature republic	начур републик
0	lebelage	naris	нейрис
0	lebelage	naris	нарис
0	lebelage	wish	виш
47	маски для лица тканевые	skineye	скинеые
52	матирующий крем	de man	де мауни
25	Volcanic minera	3w clinic	3в cлиниc
15	all kill cleanser oil to foam	the face shop	те фаcе шоп
39	двухфазное средство для демакияжа	daeng gi meo	даенг джи мео
40	моментальная омолаживающая маска с золотом для лица	it s	ит с
26	Салфетки от черных точек Ciracle Blackhead Off Sheet	naris cosmetics	нейрис косметикс
26	Салфетки от черных точек Ciracle Blackhead Off Sheet	kumano cosmetics	кумейно косметикс
26	Салфетки от черных точек Ciracle Blackhead Off Sheet	kumano cosmetics	кумано cосметиcс
40	Пенка для умывания с нейтральным ph	it s	ит с
38	Ампульная сыворотка для шеи и лица	skin guardian	скин гуардиан
13	Missha Near Skin Simple Therapy	daeng gi meo ri	даенг ги мео ри
13	Missha Near Skin Simple Therapy	daeng gi meo ri	даенг джи мео ри
43	энзимный пилинг скатка	katani	катани
33	Elizavecca витаминизированный гель для лица	tov camellia	тов cамеллиа
21	Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic MaskНабор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии	the history of whoo	те хистори оф вхо
21	Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic MaskНабор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии	naris cosmetics	нейрис косметикс
21	Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic MaskНабор для карбокситерапии (шприц + маска на лицо и шею) Ayoume Carboxy Esthetic Mask Набор для карбокситерапии	naris cosmetics	нарис cосметиcс
14	the saem saemmul face lightener	the face shop	те фаcе шоп
10	10	village 11 factory	виллаге 11 фаcтори
10	10	village 11 factory	вилладж 11 фактори
9	mizon collagen power lifting ex serum intensive firming care	3w clinic	3в cлиниc
12	Baking powder	it s	ит с
37	шампунь эльсев объём коллагена	mise en scene	мисе эн скене
